Year,StateAbbr,StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit
2017,OH,Ohio,Akron,10.1,9.5,10.9
2017,OH,Ohio,Cleveland,10.9,10.3,11.5
2017,OH,Ohio,Cincinnati,11.6,10.9,12.4
2017,OH,Ohio,Cleveland,11.1,10.6,11.6
2017,OH,Ohio,Columbus,8.5,8,9.2
2017,OH,Ohio,Cleveland,12.7,11.8,13.7
2017,OH,Ohio,Cleveland,11.2,10.6,11.8
2017,OH,Ohio,Columbus,11.4,10.7,12.3
2017,OH,Ohio,Cincinnati,9.8,9.4,10.3
2017,OH,Ohio,Akron,10.7,10.3,11.1
2017,OH,Ohio,Canton,10,9.3,10.8
2017,OH,Ohio,Cleveland,12.7,11.9,13.4
2017,OH,Ohio,Cincinnati,14.2,13.4,15
2017,OH,Ohio,Cleveland,13.2,12.5,13.9
2017,OH,Ohio,Columbus,9.7,9.1,10.3
2017,OH,Ohio,Akron,12.6,12,13.5
2017,OH,Ohio,Cincinnati,10.1,9.6,10.6
2017,OH,Ohio,Columbus,8.3,7.9,8.9
2017,OH,Ohio,Cleveland,9.1,8.7,9.6
2017,OH,Ohio,Cleveland,9.1,8.7,9.5
2017,OH,Ohio,Columbus,10.8,10.2,11.4
2017,OH,Ohio,Columbus,10.1,9.6,10.6
2017,OH,Ohio,Columbus,13.9,13.1,14.9
2017,OH,Ohio,Cleveland,13.3,12.4,14.4
2017,OH,Ohio,Columbus,12,11.3,12.9
2017,OH,Ohio,Columbus,8.2,7.8,8.7
2017,OH,Ohio,Cleveland,13.5,12.5,14.5
2017,OH,Ohio,Columbus,11.6,10.9,12.4
2017,OH,Ohio,Columbus,9.9,9.4,10.4
2017,OH,Ohio,Cincinnati,13.2,12.4,14
2017,OH,Ohio,Cleveland,12.2,11.6,12.7
2017,OH,Ohio,Cincinnati,8.8,8.1,9.6
2017,OH,Ohio,Cleveland,11,10.4,11.6
2017,OH,Ohio,Columbus,10.7,9.4,12.5
2017,OH,Ohio,Columbus,9.3,8.8,9.9
2017,ND,North Dakota,Fargo,8.3,7.9,8.8
2017,OH,Ohio,Cincinnati,10,9.4,10.7
2017,OH,Ohio,Canton,12.3,11.6,13
2017,OH,Ohio,Cleveland,10.8,10.2,11.5
2017,OH,Ohio,Cincinnati,10.7,10.1,11.3
2017,OH,Ohio,Cleveland,10.8,10.3,11.4
2017,OH,Ohio,Cincinnati,11.4,10.8,12.2
2017,OH,Ohio,Cleveland,14.5,13.3,15.8
2017,ND,North Dakota,Fargo,8.8,8.2,9.7
2017,OH,Ohio,Cincinnati,13.8,12.8,15
2017,OH,Ohio,Cleveland,13.4,12.5,14.4
2017,OH,Ohio,Cleveland,12.9,12.2,13.7
2017,ND,North Dakota,Fargo,8.3,8.2,8.5
2017,OH,Ohio,Columbus,10.7,10.2,11.3
2017,OH,Ohio,Cincinnati,11.6,10.9,12.3
2017,OH,Ohio,Cleveland,15.2,14.1,16.5
2017,OH,Ohio,Cincinnati,13.1,12.3,14
2017,OH,Ohio,Cincinnati,14,13.2,15.1
2017,OH,Ohio,Columbus,11.6,11,12.1
2017,OH,Ohio,Columbus,10.6,10,11.3
2017,OH,Ohio,Cleveland,11.6,11,12.4
2017,OH,Ohio,Columbus,8.8,8.2,9.4
2017,OH,Ohio,Cleveland,13,12.2,13.8
2017,OH,Ohio,Akron,10.7,10.1,11.4
2017,ND,North Dakota,Fargo,8.5,8.1,9.1
2017,OH,Ohio,Cleveland,13.6,12.7,14.5
2017,OH,Ohio,Columbus,9.7,8.8,10.9
2017,OH,Ohio,Cleveland,12.7,11.9,13.7
2017,OH,Ohio,Columbus,8.5,7.8,9.6
2017,OH,Ohio,Cleveland,10.4,9.7,11.1
2017,OH,Ohio,Cleveland,13.2,12.3,14.2
2017,OH,Ohio,Akron,9.7,9.4,10
2017,OH,Ohio,Cleveland,12,11.6,12.4
2017,OH,Ohio,Cleveland,12.9,11.9,13.9
2017,OH,Ohio,Cleveland,12.1,11.5,13
2017,OH,Ohio,Cleveland,10.5,10.1,11
2017,NJ,New Jersey,Jersey City,9.3,8.9,9.6
2017,OH,Ohio,Cincinnati,11.3,10.6,11.9
2017,OH,Ohio,Cincinnati,10.5,9.5,11.8
2017,OH,Ohio,Cleveland,13.2,12.3,14.2
2017,OH,Ohio,Cincinnati,12,11.4,12.8
2017,OH,Ohio,Akron,11.7,11.3,12.1
2017,OH,Ohio,Canton,,,
2017,OH,Ohio,Cincinnati,10.2,9.5,11.1
2017,OH,Ohio,Canton,11.6,10.9,12.5
2017,OH,Ohio,Akron,12.2,11.6,12.8
2017,OH,Ohio,Columbus,11.8,11.1,12.4
2017,OH,Ohio,Cincinnati,10.2,9.8,10.7
2017,OH,Ohio,Cincinnati,9.9,9.4,10.6
2017,OH,Ohio,Columbus,10,9.9,10
2017,OH,Ohio,Columbus,8.4,7.8,9.1
2017,OH,Ohio,Columbus,8.5,8.1,8.9
2017,OH,Ohio,Columbus,10.3,9.8,11
2017,OH,Ohio,Columbus,8.5,8,9.2
2017,OH,Ohio,Columbus,10.6,10,11.3
2017,OH,Ohio,Cleveland,14.2,13.3,15.4
2017,OH,Ohio,Cincinnati,12.6,11.7,13.6
2017,OH,Ohio,Akron,11.3,10.4,12.4
2017,OH,Ohio,Columbus,9,8.6,9.5
2017,OH,Ohio,Cleveland,10.2,9.5,11
2017,OH,Ohio,Akron,12.2,11.7,12.8
2017,OH,Ohio,Cincinnati,13.5,12.5,14.8
2017,OH,Ohio,Cincinnati,9.2,8.6,10.1
2017,OH,Ohio,Columbus,12,11.2,12.9
2017,OH,Ohio,Akron,10.1,9.6,10.7
2017,OH,Ohio,Akron,,,
2017,OH,Ohio,Columbus,10.5,10,11
2017,OH,Ohio,Cleveland,12,11.2,12.9
2017,OH,Ohio,Columbus,9.3,8.9,9.8
2017,OH,Ohio,Canton,12.3,11.7,12.9
2017,OH,Ohio,Columbus,12.2,11.4,13.1
2017,OH,Ohio,Cleveland,11.7,11.7,11.8
2017,OH,Ohio,Cleveland,9.5,8.9,10.1
2017,OH,Ohio,Cleveland,10.8,10.2,11.5
2017,OH,Ohio,Columbus,11.6,11,12.5
2017,ND,North Dakota,Fargo,8.7,8,9.5
2017,OH,Ohio,Cleveland,8.8,8.3,9.3
2017,OH,Ohio,Cincinnati,10,9.2,11.4
2017,OH,Ohio,Cleveland,14.6,13.4,16
2017,OH,Ohio,Columbus,,,
2017,OH,Ohio,Cincinnati,10.1,9.6,10.7
2017,OH,Ohio,Cincinnati,10.9,10.5,11.4
2017,OH,Ohio,Columbus,9.1,8.7,9.7
2017,OH,Ohio,Cleveland,12.8,12,13.6
2017,OH,Ohio,Columbus,11.3,10.8,11.9
2017,OH,Ohio,Columbus,12.8,12.1,13.7
2017,OH,Ohio,Cleveland,9.2,8.4,10
2017,OH,Ohio,Columbus,8.5,7.9,9.3
2017,OH,Ohio,Cincinnati,10.3,9.6,11.1
2017,OH,Ohio,Akron,9.1,8.6,9.7
2017,OH,Ohio,Columbus,8.1,7.8,8.5
2017,OH,Ohio,Columbus,11.2,10.7,11.8
2017,NJ,New Jersey,Newark,9.5,9,10
2017,NV,Nevada,North Las Vegas,10.7,10.3,11.3
2017,OH,Ohio,Akron,12.5,11.8,13.2
2017,OH,Ohio,Columbus,9.6,9.2,10.2
2017,OH,Ohio,Columbus,8.3,8,8.8
2017,OH,Ohio,Columbus,8.2,7.8,8.6
2017,OH,Ohio,Columbus,12.1,11.3,13
2017,OH,Ohio,Akron,10.9,10.3,11.7
2017,OH,Ohio,Columbus,11,10.6,11.5
2017,OH,Ohio,Cleveland,10.9,10.4,11.6
2017,OH,Ohio,Columbus,10.6,9.9,11.2
2017,OH,Ohio,Cleveland,11.9,11,13
2017,OH,Ohio,Canton,8.9,8.5,9.3
2017,OH,Ohio,Columbus,8.7,8.3,9.1
2017,OH,Ohio,Cleveland,13.6,12.6,14.8
2017,OH,Ohio,Akron,11.7,11,12.5
2017,OH,Ohio,Cincinnati,8.2,7.9,8.6
2017,OH,Ohio,Cleveland,10.1,9.6,10.5
2017,OH,Ohio,Cincinnati,11.1,11,11.2
2017,OH,Ohio,Canton,9.5,9,10.1
2017,OH,Ohio,Akron,11.4,10.7,12.1
2017,OH,Ohio,Cleveland,13.8,12.6,15.1
2017,OH,Ohio,Akron,12.5,11.9,13.2
2017,OH,Ohio,Cleveland,13,12.4,13.7
2017,OH,Ohio,Columbus,11.8,11.1,12.7
2017,OH,Ohio,Cincinnati,9.9,9.3,10.9
2017,OH,Ohio,Columbus,9.8,9.3,10.4
2017,NJ,New Jersey,Newark,9.6,8.9,10.3
2017,NJ,New Jersey,Paterson,10.1,9.7,10.6
2017,NJ,New Jersey,Passaic,9.8,8.9,10.6
2017,ND,North Dakota,Fargo,8.5,8.4,8.6
2017,OH,Ohio,Cincinnati,12.6,11.7,13.5
2017,OH,Ohio,Cleveland,10.9,10.3,11.5
2017,OH,Ohio,Cleveland,10.5,9.9,11.1
2017,OH,Ohio,Akron,9.7,9.2,10.4
2017,ND,North Dakota,Fargo,9.3,8.6,10.1
2017,OH,Ohio,Akron,12.7,12.2,13.4
2017,OH,Ohio,Cleveland,14.1,13.1,15.1
2017,OH,Ohio,Columbus,12.3,11.5,13.2
2017,OH,Ohio,Columbus,11.2,10.4,12.1
2017,OH,Ohio,Cincinnati,9.1,8.6,9.6
2017,OH,Ohio,Columbus,11.7,10.9,12.8
2017,OH,Ohio,Columbus,9,8.6,9.6
2017,OH,Ohio,Akron,9.2,8.7,9.8
2017,OH,Ohio,Columbus,10.7,10.2,11.3
2017,OH,Ohio,Columbus,10.7,10.1,11.3
2017,ND,North Dakota,Fargo,8.3,7.8,8.8
2017,OH,Ohio,Columbus,9.7,8.9,10.4
2017,OH,Ohio,Cleveland,13.4,12.7,14.2
2017,OH,Ohio,Columbus,10.4,9.9,11
2017,OH,Ohio,Cincinnati,9.8,9.3,10.5
2017,OH,Ohio,Columbus,9.4,8.9,10
2017,OH,Ohio,Columbus,11.6,11,12.3
2017,OH,Ohio,Cleveland,10.6,10.1,11.1
2017,OH,Ohio,Cleveland,9.6,9,10.3
2017,OH,Ohio,Columbus,8.4,7.9,9.1
2017,OH,Ohio,Columbus,11.9,11.4,12.6
2017,OH,Ohio,Columbus,11.9,11.1,12.8
2017,OH,Ohio,Cleveland,13.5,12.4,14.7
2017,OH,Ohio,Cleveland,12,11.3,12.8
2017,OH,Ohio,Cincinnati,7.8,7.5,8.3
2017,OH,Ohio,Columbus,8.6,8.2,9
2017,OH,Ohio,Cleveland,12.9,12,13.9
2017,OH,Ohio,Canton,10.6,10.1,11.1
2017,OH,Ohio,Cincinnati,12.7,12.1,13.3
2017,OH,Ohio,Columbus,9.2,8.6,9.8
2017,OH,Ohio,Cleveland,14.6,13.4,15.9
2017,OH,Ohio,Cincinnati,13.5,12.6,14.4
2017,OH,Ohio,Columbus,7.6,7.2,8.1
2017,OH,Ohio,Cleveland,10.7,10,11.4
2017,OH,Ohio,Columbus,11.1,10.5,11.8
2017,OH,Ohio,Canton,,,
2017,OH,Ohio,Cincinnati,10.3,9.7,10.9
2017,OH,Ohio,Cincinnati,10.8,10.1,11.5
2017,OH,Ohio,Canton,,,
2017,OH,Ohio,Akron,12.5,11.8,13.3
2017,OH,Ohio,Columbus,10.3,9.9,10.7
2017,OH,Ohio,Columbus,8.1,7.8,8.4
2017,OH,Ohio,Cleveland,14.7,13.5,16.1
2017,OH,Ohio,Canton,12.1,11.4,12.8
2017,FL,Florida,Palm Bay,8.9,8.7,9
2017,OH,Ohio,Columbus,12.7,11.9,13.5
2017,OH,Ohio,Cleveland,13.4,12.5,14.3
2017,OH,Ohio,Cleveland,12.5,11.9,13.1
2017,OH,Ohio,Cleveland,11.2,10.5,11.9
2017,OH,Ohio,Cleveland,12.8,12.1,13.5
2017,OH,Ohio,Cincinnati,14.1,13.1,15.2
2017,OH,Ohio,Cleveland,13.1,12.5,13.8
2017,OH,Ohio,Columbus,11.9,11.2,12.7
2017,OH,Ohio,Akron,11,10.2,11.9
2017,OH,Ohio,Cleveland,12.3,11.6,13.3
2017,OH,Ohio,Cincinnati,8.6,8.3,9.1
2017,OH,Ohio,Cincinnati,12.5,11.8,13.4
2017,OH,Ohio,Cincinnati,10.9,10.4,11.6
2017,OH,Ohio,Columbus,7.9,7.5,8.3
2017,OH,Ohio,Columbus,11.6,11,12.4
2017,OH,Ohio,Cleveland,12.6,11.8,13.4
2017,OH,Ohio,Cincinnati,,,
2017,OH,Ohio,Cincinnati,10.9,10.3,11.5
2017,OH,Ohio,Columbus,8.4,8,8.9
2017,OH,Ohio,Cincinnati,12.9,12.2,13.8
2017,OH,Ohio,Columbus,9.2,8.6,10.1
2017,OH,Ohio,Columbus,8.2,7.9,8.5
2017,OH,Ohio,Cincinnati,12.2,11.6,12.9
2017,OH,Ohio,Columbus,10.1,9,11.2
2017,ND,North Dakota,Fargo,9.1,8.7,9.6
2017,OH,Ohio,Cleveland,10.2,9.6,11
2017,OH,Ohio,Columbus,8.4,7.8,9.3
2017,OH,Ohio,Cleveland,13.4,12.5,14.3
2017,OH,Ohio,Columbus,12.4,11.5,13.2
2017,OH,Ohio,Columbus,9.9,9.4,10.5
2017,OH,Ohio,Columbus,11.8,11.2,12.6
2017,OH,Ohio,Columbus,8.4,8,9
2017,OH,Ohio,Columbus,8.3,7.8,8.8
2017,ND,North Dakota,Fargo,7.8,7.3,8.5
2017,OH,Ohio,Cleveland,10.9,10.3,11.6
2017,OH,Ohio,Columbus,11,10.4,11.7
2017,OH,Ohio,Columbus,9,8.5,9.7
2017,OH,Ohio,Canton,13.1,12.6,13.6
2017,OH,Ohio,Columbus,13.5,12.5,14.6
2017,OH,Ohio,Columbus,12.2,11.6,12.9
2017,OH,Ohio,Akron,9.3,8.7,9.9
2017,OH,Ohio,Cleveland,13.8,12.9,14.7
2017,OH,Ohio,Cleveland,9.6,9.1,10.1
2017,ND,North Dakota,Fargo,8.2,7.7,8.8
2017,OH,Ohio,Columbus,13.3,12.4,14.3
2017,OH,Ohio,Akron,11.9,11.3,12.6
2017,OH,Ohio,Columbus,9.8,9.3,10.4
2017,OH,Ohio,Cleveland,9.7,9.2,10.4
2017,OH,Ohio,Cleveland,15.5,14.5,16.8
2017,OH,Ohio,Cincinnati,13.2,12.3,14.1
2017,OH,Ohio,Akron,11.7,11.3,12.2
2017,OH,Ohio,Columbus,11.5,10.9,12.3
2017,OH,Ohio,Cleveland,9,8.4,9.6
2017,OH,Ohio,Columbus,10.4,9.7,11.2
2017,OH,Ohio,Columbus,9.8,9.2,10.4
2017,OH,Ohio,Columbus,,,
2017,OH,Ohio,Columbus,11.4,10.8,12.1
2017,OH,Ohio,Cleveland,13.8,12.8,14.9
2017,OH,Ohio,Cincinnati,10.9,10.4,11.6
2017,OH,Ohio,Columbus,11.9,11.2,12.7
2017,OH,Ohio,Columbus,8.5,8,9.3
